"locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","Program"
"OWW04440-0423",43.94381,-90.972187,"BURNS CREEK","EPA"
"OWW04440-0425",30.767016,-89.654905,"HOBOLOCHITTO RIVER","EPA"
"OWW04440-0426",39.943289,-79.720633,"REDSTONE CREEK","EPA"
"OWW04440-0427",45.341546,-88.053339,"MIDDLE INLET","EPA"
"OWW04440-0428",44.588445,-74.808717,"BARTON BROOK","EPA"
"OWW04440-0429",31.419392,-103.340998,"PECOS RIVER","EPA"
"OWW04440-0432",39.414837,-86.008435,"GRASSY CREEK","EPA"
"OWW04440-0433",30.554386,-93.335471,"COWPEN CREEK","EPA"
"OWW04440-0435",38.720602,-96.099664,"ELM CREEK","EPA"
"OWW04440-0436",30.153065,-81.605083,"OLDFIELD CREEK","EPA"
"OWW04440-0437",32.76347,-95.425851,"GLIDE CREEK","EPA"
"OWW04440-0439",38.440545,-76.697373,"PERSIMMON CREEK","EPA"
"OWW04440-0440",43.460589,-88.444897,"NO NAME CREEK","EPA"
"OWW04440-0442",40.832691,-79.128645,"ROSS RUN","EPA"
"OWW04440-0445",29.527345,-98.533257,"OLMOS CREEK","EPA"
"OWW04440-0447",42.314988,-76.95535,"SHEQUAGA CREEK","EPA"
"OWW04440-0451",35.956442,-98.861355,"TRAIL CREEK","EPA"
"OWW04440-0453",35.012273,-91.072182,"EAST FORK FLAT CREEK","EPA"
"OWW04440-0455",44.942606,-93.021235,"BATTLE CREEK","EPA"
"OWW04440-0456",39.146929,-91.392028,"SANDY CREEK","EPA"
"OWW04440-0457",31.162541,-93.187581,"COOPER CREEK","EPA"
"OWW04440-0458",40.710392,-74.714762,"HERZOG BROOK","EPA"
"OWW04440-0459",46.532368,-89.397812,"TEN MILE CREEK","EPA"
"OWW04440-0464",42.436471,-88.625989,"UNKNOWN","EPA"
"OWW04440-0465",31.457099,-86.064497,"PEA CREEK","EPA"
"OWW04440-0466",41.562773,-73.846019,"SPROUT CREEK","EPA"
"OWW04440-0467",36.855037,-94.958547,"WINDY CREEK","EPA"
"OWW04440-0469",34.77874,-94.707477,"CEDAR LAKE TRIBUTARY","EPA"
"OWW04440-0471",45.795671,-91.172661,"HEMLOCK SPUR CREEK","EPA"
"OWW04440-0472",40.512696,-89.332353,"SARGENT SLOUGH","EPA"
"OWW04440-0473",33.857712,-89.478962,"COLES CREEK","EPA"
"OWW04440-0474",41.269719,-79.098401,"SHIPPEN RUN","EPA"
"OWW04440-0475",43.698223,-95.413115,"OKABENA CREEK","EPA"
"OWW04440-0479",43.269083,-77.626852,"SLATER CREEK","EPA"
"OWW04440-0480",40.07576,-84.844345,"GREENVILLE CREEK","EPA"
"OWW04440-0481",32.553423,-85.417978,"CHEWALCA CREEK","EPA"
"OWW04440-0482",43.182202,-83.405923,"HEMMINGWAY AND WHIPPLE DRAIN","EPA"
"OWW04440-0483",40.051685,-95.935856,"FOUR MILE CREEK","EPA"
"OWW04440-0485",32.99026,-92.610469,"PETER CREEK","EPA"
"OWW04440-0486",39.642601,-78.498984,"WHITE SULFUR RUN","EPA"
"OWW04440-0487",45.117316,-91.275363,"SOUTH FORK BOB CREEK","EPA"
"OWW04440-0488",42.123796,-96.404221,"NORTH BLACKBIRD (TRIB)","EPA"
"OWW04440-0489",30.582111,-90.80603,"HORNSBY CREEK","EPA"
"OWW04440-0493",33.108647,-99.441634,"PAINT CREEK","EPA"
"OWW04440-0496",38.246812,-83.608451,"FOX CREEK","EPA"
"OWW04440-0498",40.37658,-75.530679,"WEST BRANCH PERKIOMEN","EPA"
"OWW04440-0499",36.643824,-90.884347,"BRIAR CREEK","EPA"
"OWW04440-0502",34.416939,-84.813666,"BIG BRANCH","EPA"
"OWW04440-0504",42.330234,-86.207764,"CEDAR CREEK","EPA"
"OWW04440-0506",40.154987,-82.190076,"BRUSHY FORK","EPA"
"OWW04440-0507",47.371784,-92.239156,"TRIB TO WATERHEN CREEK","EPA"
"OWW04440-0511",42.568191,-74.625002,"CHARLOTTE CREEK","EPA"
"OWW04440-0513",42.966939,-100.014806,"LOST CREEK","EPA"
"OWW04440-0514",42.501044,-74.43932,"COLE BROOK","EPA"
"OWW04440-0515",29.46917,-95.425424,"WEST FORK CHOCOLATE BAYOU","EPA"
"OWW04440-0516",36.542509,-83.766358,"OLD TOWN CREEK","EPA"
"OWW04440-0518",40.590407,-82.418671,"SLATER RUN","EPA"
"OWW04440-0526",34.567974,-85.181229,"RUFF CREEK","EPA"
"OWW04440-0528",42.437246,-85.121226,"WANADOGA CREEK","EPA"
"OWW04440-0529",32.918449,-86.324515,"NO NAME","EPA"
"OWW04440-0530",43.632979,-84.265503,"STURGEON CREEK","EPA"
"OWW04440-0531",40.715939,-97.755066,"BIG BLUE RIVER WEST FORK","EPA"
"OWW04440-0535",45.016497,-90.005676,"DREWEK CREEK","EPA"
"OWW04440-0538",39.993466,-80.8665,"TAR RUN","EPA"
"OWW04440-0542",35.384879,-82.941135,"WEST FORK PIGEON RIVER","EPA"
"OWW04440-0544",38.676962,-84.720431,"CLARKS CREEK","EPA"
"OWW04440-0544",38.676962,-84.720431,"CLARK'S CREEK","EPA"
"OWW04440-0546",44.102028,-75.664912,"BLACK CREEK","EPA"
"OWW04440-0548",35.643665,-81.7449,"UT DOUBLE BRANCH","EPA"
"OWW04440-0551",44.963981,-92.061185,"NORTH BRANCH WILSON CREEK","EPA"
"OWW04440-0552",39.197771,-90.568711,"COLE CREEK","EPA"
"OWW04440-0553",31.152218,-92.808854,"BIG CREEK","EPA"
"OWW04440-0554",40.814841,-75.040654,"U.T. TO POPHANDUSING BROOK","EPA"
"OWW04440-0557",35.971034,-106.604393,"SAN ANTONIO (2)","EPA"
"OWW04440-0557",35.971034,-106.604393,"RIO SAN ANTONIO","EPA"
"OWW04440-0558",34.526655,-84.091206,"HURRICANE CREEK","EPA"
"OWW04440-0560",42.835851,-89.893818,"UNNAMED CREEK","EPA"
"OWW04440-0565",35.238788,-95.255333,"EMACHAYA CREEK","EPA"
"OWW04440-0567",45.664354,-91.232359,"LITTLE WEIRGOR CREEK","EPA"
"OWW04440-0568",40.578512,-89.937505,"MIDDLE BRANCH WEST BRANCH COPP","EPA"
"OWW04440-0570",41.779265,-79.800274,"OIL CREEK","EPA"
"OWW04440-0571",44.012293,-93.965421,"COBB RIVER","EPA"
"OWW04440-0575",43.15694,-76.79273,"UT TO WOLCOTT CK","EPA"
"OWW04440-0576",38.362077,-83.134932,"SMOKEY CREEK","EPA"
"OWW04440-0578",42.558274,-75.886589,"OTSELIC RIVER","EPA"
"OWW04440-0579",35.690043,-95.165348,"UNNAMED TRIBUTARY OF GREENLEAF","EPA"
"OWW04440-0582",39.052246,-76.800193,"PATUXENT RIVER","EPA"
"OWW04440-0584",37.829525,-87.195562,"COWHIDE SLOUGH","EPA"
"OWW04440-0585",30.543743,-92.53374,"BEACONS GULLY","EPA"
"OWW04440-0586",40.86913,-76.083738,"MESSERS RUN","EPA"
"OWW04440-0587",37.889478,-93.720591,"BRUSH CREEK","EPA"
"OWW04440-0592",42.103487,-87.809474,"WEST FORK NORTH BRANCH CHICAGO","EPA"
"OWW04440-0594",42.059107,-73.830118,"UT TO STONEY CREEK","EPA"
"OWW04440-0595",39.014903,-98.010139,"TWELVEMILE CREEK","EPA"
"OWW04440-0597",34.211845,-99.093169,"RED RIVER","EPA"
"OWW04440-0599",46.67057,-90.922288,"THOMPSON CREEK","EPA"
"OWW04440-0605",30.132245,-95.916783,"SPRING CREEK","EPA"
"OWW04440-0608",41.245069,-84.804045,"HAMM INTERCEPTOR DITCH","EPA"
"OWW04440-0611",39.923761,-95.060929,"EASTER CREEK","EPA"
"OWW04440-0612",36.1998,-82.712468,"RIPLEY CREEK","EPA"
"OWW04440-0616",40.116541,-92.761945,"WALNUT CREEK","EPA"
"OWW04440-0617",30.411804,-89.540205,"JORDAN RIVER","EPA"
"OWW04440-0618",39.557294,-80.182442,"PAW PAW CREEK","EPA"
"OWW04440-0620",44.670143,-74.802236,"TROUT BROOK","EPA"
"OWW04440-0624",39.668477,-87.150027,"STRANGER BROOK","EPA"
"OWW04440-0625",30.343681,-93.244547,"LITTLE INDIAN BAYOU","EPA"
"OWW04440-0626",40.220683,-75.283903,"WASSAHICKON CREEK","EPA"
"OWW04440-0629",32.93581,-94.933678,"PRAIRIE CREEK","EPA"
"OWW04440-0630",33.066098,-84.593385,"RED OAK CREEK","EPA"
"OWW04440-0631",38.63948,-76.81941,"WOLFDEN CREEK","EPA"
"OWW04440-0632",44.116632,-88.601905,"DAGGETS CREEK","EPA"
"OWW04440-0634",40.670812,-79.752311,"UNNAMED TRIB. TO MCDOWELL RUN","EPA"
"OWW04440-0636",39.138015,-89.232696,"HURRICANE CREEK","EPA"
"OWW04440-0640",39.385812,-82.173709,"HAMLEY RUN","EPA"
"OWW04440-0646",40.216911,-80.286839,"GEORGES RUN","EPA"
"OWW04440-0647",48.179604,-96.879127,"SNAKE RIVER","EPA"
"OWW04440-0649",30.365252,-92.076384,"CARENCRO BAYOU","EPA"
"OWW04440-0650",39.358732,-75.675842,"BLACKBIRD CREEK","EPA"
"OWW04440-0651",38.480287,-93.614125,"MIDDLE FORK TEBO CREEK","EPA"
"OWW04440-0657",33.42481,-86.775635,"LITTLE SHADES CREEK","EPA"
"OWW04440-0658",43.770782,-85.978537,"CEDAR CREEK","EPA"
"OWW04440-0660",37.99741,-80.862223,"LAUREL CREEK","EPA"
"OWW04440-0661",33.746157,-95.929642,"SANDY CREEK","EPA"
"OWW04440-0663",45.733568,-89.308386,"JENNIE WEBER CREEK","EPA"
"OWW04440-0665",32.660945,-91.995753,"MILL BAYOU","EPA"
"OWW04440-0666",39.911145,-81.676959,"FLAT RUN","EPA"
"OWW04440-0669",32.280296,-97.970304,"RICHARDSON CREEK","EPA"
"OWW04440-0670",36.65076,-85.785607,"EAST FORK BARREL RIVER","EPA"
"OWW04440-0672",38.816889,-86.41556,"DEWITT CREEK","EPA"
"OWW04440-0676",35.682091,-82.779124,"SANDYMUSH CREEK","EPA"
"OWW04440-0677",35.106626,-93.949033,"FLETCHER CREEK","EPA"
"OWW04440-0678",38.827914,-76.981415,"BARNABY RUN","EPA"
"OWW04440-0680",39.114388,-92.790134,"SULPHUR CREEK","EPA"
"OWW04440-0682",41.584956,-76.9686,"WEST BRANCH MILL CREEK","EPA"
"OWW04440-0683",46.489716,-86.109379,"WEST BRANCH OF FOX RIVER","EPA"
"OWW04440-0686",35.687959,-84.986867,"BUMBEE CREEK","EPA"
"OWW04440-0692",35.385368,-77.754145,"FALLING CREEK","EPA"
"OWW04440-0693",34.525401,-94.968572,"LITTLE RIVER","EPA"
"OWW04440-0694",33.778638,-85.759662,"LITTLE TALLAHATCHEE CREEK","EPA"
"OWW04440-0696",44.096165,-88.187175,"KILLSNAKE RIVER","EPA"
"OWW04440-0697",36.339836,-92.122523,"BIG CREEK","EPA"
"OWW04440-0698",41.537632,-78.147752,"MCNUFF BRANCH","EPA"
"OWW04440-0700",39.675401,-90.525213,"PLUM CREEK","EPA"
"OWW04440-0708",36.081674,-81.877509,"WEST FORK LINVILLE RIVER","EPA"
"OWW04440-0709",35.580108,-92.082498,"ROCKY BRANCH","EPA"
"OWW04440-0712",38.112031,-86.709185,"SANDY BROOK","EPA"
"OWW04440-0713",31.956389,-94.586914,"ATTOYAC BAYOU","EPA"
"OWW04440-0717",36.148635,-105.671828,"RIO SANTA BARBARA","EPA"
"OWW04440-0723",36.309261,-95.362903,"SEMINOLE CREEK","EPA"
"OWW04440-0725",34.50645,-94.188414,"CARTER'S CREEK","EPA"
"OWW04440-0727",45.571488,-90.635273,"SFK MAIN CREEK","EPA"
"OWW04440-0736",40.760881,-84.988419,"BORUM RUN","EPA"
"OWW04440-0739",39.314558,-96.369557,"UNNAMED","EPA"
"OWW04440-0743",44.17961,-88.636467,"ARROWHEAD RIVER","EPA"
"OWW04440-0747",46.232535,-86.116937,"WALSH DITCH","EPA"
"OWW04440-0750",36.065586,-84.378398,"POPLAR CREEK","EPA"
"OWW04440-0752",39.766711,-84.888768,"UNKNOWN","EPA"
"OWW04440-0760",41.736433,-84.725947,"W. FORK ST. JOSEPH RIVER","EPA"
"OWW04440-0762",41.292001,-82.590951,"U.T. TO HURON RIVER","EPA"
"OWW04440-0766",38.032017,-83.358816,"YOCUM CREEK","EPA"
"OWW04440-0771",29.887579,-94.364613,"SOUTH FORK TAYLOR BAYOU","EPA"
"OWW04440-0772",36.825148,-84.179092,"U.T. TO BLAKE FORK","EPA"
"OWW04440-0773",33.23392,-90.781245,"BOGUE PHALIA","EPA"
"OWW04440-0774",40.734963,-81.636725,"UNKNOWN","EPA"
"OWW04440-0775",47.635077,-92.187296,"UNKNOWN","EPA"
"OWW04440-0784",41.979197,-89.18597,"UNKNOWN","EPA"
"OWW04440-0785",33.551106,-87.078796,"SHORT CREEK","EPA"
"OWW04440-0791",44.551481,-90.652245,"UNNAMED CREEK","EPA"
"OWW04440-0797",31.54135,-97.416345,"MIDDLE BOSQUE RIVER","EPA"
"OWW04440-0798",35.024577,-83.696886,"POUNDING MILL","EPA"
"OWW04440-0801",30.185124,-83.987021,"NO NAME","EPA"
"OWW04440-0803",36.038305,-99.93006,"COMMISSION CREEK","EPA"
"OWW04440-0804",35.548445,-82.651789,"MOORE'S CREEK","EPA"
"OWW04440-0805",35.759006,-94.025742,"FROG BAYOU","EPA"
"OWW04440-0807",44.800163,-94.041116,"BUFFALO CREEK","EPA"
"OWW04440-0809",31.974233,-94.247311,"MCFADDIN CREEK","EPA"
"OWW04440-0811",46.811702,-89.598689,"ASH CREEK","EPA"
"OWW04440-0814",35.140628,-84.758938,"LONDON BRANCH","EPA"
"OWW04440-0822",33.149564,-83.54628,"GLADY CREEK","EPA"
"OWW04440-0823",46.553567,-92.352585,"MUD CREEK","EPA"
"OWW04440-0825",34.091704,-87.737937,"NO NAME","EPA"
"OWW04440-0828",39.738488,-88.667553,"UNKNOWN","EPA"
"OWW04440-0829",29.426534,-96.186163,"LONE TREE BRANCH","EPA"
"OWW04440-0830",33.756364,-80.901877,"BIG BEAVER CREEK","EPA"
"OWW04440-0835",36.525273,-96.643487,"GRAY HORSE CREEK","EPA"
"OWW04440-0836",35.161044,-80.656892,"UT STEVEN'S CREEK","EPA"
"OWW04440-0841",31.482072,-93.959823,"LOBANILLA CREEK","EPA"
"OWW04440-0845",36.59766,-106.50028,"RIO NUTRIAS","EPA"
"OWW04440-0846",36.4353,-87.001892,"MILLERS CREEK","EPA"
"OWW04440-0849",31.676478,-87.083831,"NNT MURDER CREEK","EPA"
"OWW04440-0853",34.316897,-93.909335,"LITTLE MISSOURI","EPA"
"OWW04440-0854",33.421533,-83.164061,"ROCKY CREEK","EPA"
"OWW04440-0857",31.350949,-90.849543,"MIDDLETON CREEK","EPA"
"OWW04440-0861",30.831143,-94.700165,"BEAR CREEK","EPA"
"OWW04440-0862",36.37555,-84.255922,"UNNAMED TRIB TITUS CREEK","EPA"
"OWW04440-0865",31.885047,-89.748159,"UNNAMED CREEK","EPA"
"OWW04440-0877",28.365737,-97.569607,"MEDIO CREEK","EPA"
"OWW04440-0878",35.615456,-83.192422,"RIGHT PRONG LEDGE CREEK","EPA"
"OWW04440-0886",35.452285,-85.673654,"LAUREL CREEK","EPA"
"OWW04440-0889",35.370115,-90.314927,"DITCH 11","EPA"
"OWW04440-0899",35.537466,-96.315557,"BUCKEYE CREEK","EPA"
"OWW04440-0901",33.846668,-91.640186,"BAYOU BARTHOLOMEW","EPA"
"OWW04440-0910",35.202689,-88.206016,"KERR BRANCH","EPA"
"OWW04440-0913",30.796277,-87.368823,"BLUE WATER CREEK","EPA"
"OWW04440-0917",34.248238,-96.720563,"ROCK CREEK","EPA"
"OWW04440-0921",32.155483,-91.672335,"NO NAME","EPA"
"OWW04440-0932",35.758201,-82.074794,"SOUTH FORK TOMS CREEK","EPA"
"OWW04440-0937",30.831353,-93.737631,"CANEY CREEK","EPA"
"OWW04440-0945",30.477426,-93.116374,"BARNES CR.","EPA"
"OWW04440-0950",34.245957,-84.686152,"STAMP CREEK","EPA"
"OWW04440-0953",35.85848,-91.675504,"POLK BAYOU","EPA"
"OWW04440-0963",34.999916,-98.875676,"TRIB TO RAINY MOUNTAIN CREEK","EPA"
"OWW04440-0964",36.099049,-82.045128,"ELK HOLLOW BRANCH","EPA"
"OWW04440-0969",31.105056,-92.358666,"RATTLESNAKE BAYOU","EPA"
"OWW04440-0974",35.124037,-84.208847,"QUINN CREEK","EPA"
"OWW04440-0980",35.459091,-79.54068,"BUFFALO CREEK","EPA"
"OWW04440-0985",34.858474,-89.391517,"COLDWATER RIVER","EPA"
"OWW04440-0989",30.959222,-95.83071,"POOLES CREEK","EPA"
"OWW04440-0993",32.993748,-86.361888,"FINIKOCHIKA CR.","EPA"
"OWW04440-1001",30.66842,-90.315346,"CHAPAPEELA CREEK","EPA"
"OWW04440-1006",36.221934,-83.728443,"BIG FLAT CREEK","EPA"
"OWW04440-1022",37.664502,-83.564288,"UPPER DEVIL CREEK","EPA"
"OWW04440-1028",36.287303,-83.800319,"FALL CREEK","EPA"
"OWW04440-1037",33.608612,-108.635407,"NEGRITOS CREEK","EPA"
"OWW04440-1038",34.882782,-85.92991,"LITTLE COON CREEK","EPA"
"OWW04440-1041",33.2233,-86.888167,"PINEY WOODS CREEK","EPA"
"OWW04440-1054",35.22655,-82.674928,"UNKNOWN","EPA"
"OWW04440-1056",38.125466,-84.9747,"SOUTH BENSON CREEK","EPA"
"OWW04440-1059",35.767469,-101.321892,"CANADIAN RIVER","EPA"
"OWW04440-1061",35.008593,-91.81216,"DUCK CREEK","EPA"
"OWW04440-1069",35.718212,-106.719795,"JEMEZ CREEK","EPA"
"OWW04440-1070",34.678948,-84.700718,"SUGAR CREEK TRIB.","EPA"
"OWW04440-1086",34.266027,-81.049278,"UNKNOWN","EPA"
"OWW04440-1088",38.158991,-82.869993,"DRY CREEK","EPA"
"OWW04440-1101",36.955387,-106.542111,"WOLF CREEK","EPA"
"OWW04440-1125",33.881211,-93.490334,"TRIBBLE CREEK","EPA"
"OWW04440-1141",33.025379,-96.91912,"INDIAN CREEK","EPA"
"OWW04440-1377",33.334323,-89.665467,"HORSE CREEK","EPA"
"OWW04440-AL01",32.70168,-88.1478,"JONES CREEK","EPA"
"OWW04440-AL02",33.0184,-86.4474,"PAINT CREEK","EPA"
"OWW04440-AL03",33.97006,-86.17892,"LITTLE CANOE CREEK","EPA"
"OWW04440-AR04",35.755825,-93.142776,"HURRICANE CREEK","EPA"
"OWW04440-AR07",35.460976,-92.305046,"N. CADRON CREEK","EPA"
"OWW04440-AR10",34.85707855,-91.52257538,"HURRICANE CREEK","EPA"
"OWW04440-AR11",34.70778,-91.451389,"HONEY CREEK","EPA"
"OWW04440-AR12",33.88333,-93.263889,"BOGGY CREEK","EPA"
"OWW04440-BAIS",39.5984,-76.7083,"BAISMAN RUN","EPA"
"OWW04440-DE01",38.97515,-75.56844,"BLACK SWAMP CREEK - MURDERKILL","EPA"
"OWW04440-DE02",38.6136,-75.2554,"SWAN CREEK","EPA"
"OWW04440-FL01",29.934208,-81.919342,"BLACK RIVER","EPA"
"OWW04440-FL02",28.270889,-81.591128,"DAVENPORT CREEK","EPA"
"OWW04440-GA03",34.872675,-84.724196,"MILL CREEK","EPA"
"OWW04440-HBN1",31.0275,-86.71,"BLACKWATER RIVER","EPA"
"OWW04440-HBN7",44.09167,-92.06583,"NORTH FORK WHITEWATER","EPA"
"OWW04440-HBN8",31.025,-89.016667,"CYPRESS CREEK","EPA"
"OWW04440-HBN9",41.389444,-77.691111,"YOUNG WOMANS CREEK","EPA"
"OWW04440-HF01",39.02432,-75.64292,"HAINES FARM","EPA"
"OWW04440-HOGH",38.5111,-77.0291,"HOGHOLE RUN","EPA"
"OWW04440-IL01",40.06916,-87.82532,"JORDAN CREEK","EPA"
"OWW04440-IL02",42.28003,-88.68595,"RUSH CREEK","EPA"
"OWW04440-IL03",40.1295,-89.0476,"TEN MILE CREEK","EPA"
"OWW04440-IL04",41.6769,-88.51877,"BIG ROCK CREEK","EPA"
"OWW04440-IL05",39.70497,-87.55447,"BROUILLETS CREEK","EPA"
"OWW04440-IL06",37.53317,-88.32634,"BIG CREEK","EPA"
"OWW04440-IN02",38.254722,-86.238889,"BLUE RIVER","EPA"
"OWW04440-IN03",39.43806,-85.0725,"WHITEWATER RIVER","EPA"
"OWW04440-KS01",38.24499,-96.80856,"CEDAR CREEK","EPA"
"OWW04440-KS02",38.96889,-96.34028,"ILLINOIS CREEK","EPA"
"OWW04440-KS03",37.51687,-99.16539,"THOMPSON CREEK","EPA"
"OWW04440-KY01",38.1561,-83.1628,"BIG CANEY CREEK","EPA"
"OWW04440-KY02",37.09037,-83.60673,"RIGHT FORK BIG DOUBLE CREEK","EPA"
"OWW04440-KY05",36.57906,-88.11581,"GRINDSTONE CREEK","EPA"
"OWW04440-KY06",37.62958,-86.19021,"LINDERS CREEK","EPA"
"OWW04440-LA01",30.953,-93.3542,"ANACOCO BAYOU","EPA"
"OWW04440-LA06",30.8367,-92.5475,"CYPRESS CREEK","EPA"
"OWW04440-LA07",30.314,-93.1572,"HICKORY BRANCH","EPA"
"OWW04440-LA08",32.1029,-92.564,"UNKNOWN","EPA"
"OWW04440-MD02",38.2633,-75.4625,"NASSAUANGA CREEK","EPA"
"OWW04440-MI02",43.9289,-82.853,"WILLOW CREEK","EPA"
"OWW04440-MI04",45.01436,-85.03008,"JORDAN RIVER","EPA"
"OWW04440-MI06",43.166,-85.564,"STEGMAN CREEK","EPA"
"OWW04440-MILR",38.4839,-77.0859,"MILL RUN","EPA"
"OWW04440-MN01",47.61257,-90.918389,"HEART BREAK CREEK","EPA"
"OWW04440-MN02",47.309341,-91.796476,"CLOUQUET RIVER","EPA"
"OWW04440-MN03",46.05324,-92.8817,"DEER CREEK","EPA"
"OWW04440-MN04",47.544567,-94.261436,"THIRD RIVER","EPA"
"OWW04440-MN05",46.656509,-93.979461,"LITTLE PINE RIVER","EPA"
"OWW04440-MN06",46.82736,-93.180471,"WEST SAVANNA RIVER","EPA"
"OWW04440-MN07",45.92043,-93.30816,"KNIFE RIVER","EPA"
"OWW04440-MN08",46.765136,-95.205503,"KETTLE CREEK","EPA"
"OWW04440-MN09",45.997424,-93.665217,"BRADBERRY BROOK","EPA"
"OWW04440-MN10",45.114419,-96.388565,"YELLOW BANK RIVER","EPA"
"OWW04440-MN11",44.47253,-96.07479,"YELLOW MEDICINE","EPA"
"OWW04440-MN12",47.93487,-89.98978,"IRISH CREEK","EPA"
"OWW04440-MO01",37.18142,-91.20976,"BLAIR CREEK","EPA"
"OWW04440-MO02",36.85155,-92.45919,"BRYANT CREEK","EPA"
"OWW04440-MO05",39.31073,-93.89122,"EAST FORK CROOKED RIVER","EPA"
"OWW04440-MO06",40.40128,-94.6793,"HANEY CREEK","EPA"
"OWW04440-MO08",37.78621,-94.38935,"LITTLE DRYWOOD CREEK","EPA"
"OWW04440-MO09",40.48343,-93.13058,"LOCUST CREEK","EPA"
"OWW04440-MS02",34.174278,-88.405861,"GREEN CREEK","EPA"
"OWW04440-MS03",31.936889,-90.216028,"BRUSHY CREEK","EPA"
"OWW04440-NC01",35.487222,-78.91,"AVENT'S CREEK","EPA"
"OWW04440-NE02",42.67111,-97.84782,"HOWE CREEK","EPA"
"OWW04440-NE14",40.08344,-98.69425,"FARMERS","EPA"
"OWW04440-NE15",40.10464,-99.06969,"BIG COTTONWOOD CREEK","EPA"
"OWW04440-NJ01",40.185091,-74.408971,"TOMS RIVER","EPA"
"OWW04440-NJ02",39.75068,-74.840917,"HAYES MILL CREEK","EPA"
"OWW04440-NM01",36.1998,-103.8457,"UTE CREEK,NM","EPA"
"OWW04440-NM03",33.4023,-105.8837,"THREE RIVERS","EPA"
"OWW04440-NM07",33.089167,-108.486111,"TURKEY CREEK","EPA"
"OWW04440-NM08",33.280861,-107.849038,"DIAMOND CREEK","EPA"
"OWW04440-NY01",44.147222,-73.626667,"BOUQUET RIVER","EPA"
"OWW04440-NY03",42.540556,-78.981667,"CLEAR CREEK","EPA"
"OWW04440-NY04",43.531111,-76.038056,"SALMON RIVER","EPA"
"OWW04440-OH01",39.3086,-82.5708,"MIDDLE FORK SALT CREEK","EPA"
"OWW04440-OH02",40.3683,-80.7569,"CEDAR LICK CREEK","EPA"
"OWW04440-OH03",39.5183,-84.0983,"NEWMAN RUN","EPA"
"OWW04440-OH04",40.3464,-83.6719,"MAD RIVER","EPA"
"OWW04440-OH05",41.4625,-81.3528,"CHAGRIN RIVER","EPA"
"OWW04440-OH06",40.4486,-82.2944,"JELLOWAY CREEK","EPA"
"OWW04440-OK03",34.3532,-96.7104,"PENNINGTON CREEK","EPA"
"OWW04440-OK04",36.80195,-94.70095,"LOST CREEK","EPA"
"OWW04440-OK07",34.87944444,-94.853,"HOLSON CREEK","EPA"
"OWW04440-OK08",36.1449,-97.553,"OTTER CREEK","EPA"
"OWW04440-OK09",36.68,-99.231,"TRADERS CREEK","EPA"
"OWW04440-OK10",35.53747222,-94.971,"LOWER VIAN CREEK","EPA"
"OWW04440-OK12",34.8839,-98.2196,"LITTLE WASHITA","EPA"
"OWW04440-OK14",34.5663,-94.7071,"CUCUMBER CREEK","EPA"
"OWW04440-OK16",35.21963889,-96.28,"LITTLE WEWOKA CREEK","EPA"
"OWW04440-OK19",36.9188,-102.5199,"CIMARRON RIVER","EPA"
"OWW04440-PA01",40.1699,-75.6944,"SOUTH BRANCH FRENCH CREEK","EPA"
"OWW04440-PA02",40.1693,-78.7483,"CLEAR SHADE CREEK","EPA"
"OWW04440-PA03",40.74,-78.6611,"ROGUES HARBOR RUN","EPA"
"OWW04440-PA04",40.573,-76.4836,"WEST BRANCH FISHING CREEK","EPA"
"OWW04440-SC01",32.684693,-81.052642,"CYPRESS BRANCH","EPA"
"OWW04440-SC03",33.24679,-81.31438,"TOBY CREEK","EPA"
"OWW04440-ST01",33.340672,-85.22689,"HILLABAHATCHEE CREEK","EPA"
"OWW04440-ST02",39.816157,-86.75334,"BIG WALNUT CR.","EPA"
"OWW04440-ST05",42.168095,-84.076058,"RAISIN RIVER","EPA"
"OWW04440-ST06",40.151491,-75.601305,"FRENCH CREEK","EPA"
"OWW04440-ST09",42.117034,-74.380149,"ESOPUS CREEK","EPA"
"OWW04440-ST10",45.763611,-88.463056,"POPPLE RIVER","EPA"
"OWW04440-TN01",35.4217,-87.5355,"BRUSH CREEK","EPA"
"OWW04440-TN03",36.34361,-83.89166,"WHITE CREEK","EPA"
"OWW04440-TN04",35.44829,-84.28833,"LAUREL CREEK","EPA"
"OWW04440-TX03",31.443617,-100.756666,"WEST ROCKY CREEK","EPA"
"OWW04440-TX04",31.693583,-97.53565,"NEILS CREEK","EPA"
"OWW04440-TX05",29.7364,-99.122083,"MEDINA RIVER","EPA"
"OWW04440-TX09",33.049267,-94.604617,"BLACK CYPRESS BAYOU","EPA"
"OWW04440-TX10",31.06555,-95.05555,"PINEY CREEK","EPA"
"OWW04440-TX11",28.89305,-96.820633,"GARCITAS CREEK","EPA"
"OWW04440-TX12",28.948617,-96.803617,"ARENOSA CREEK","EPA"
"OWW04440-WI01",43.0285,-90.8497,"STRUTT CREEK","EPA"
"OWW04440-WI02",44.07583,-90.82859,"SOPER CREEK","EPA"
"OWW04440-WI03",46.03427,-89.70809,"TROUT RIVER","EPA"
"OWW04440-WI04",46.0351,-89.6126,"ALLEQUASH CREEK","EPA"
"OWW04440-WI05",42.9563,-88.3368,"GENESEE CREEK","EPA"
"OWW04440-WI06",43.21902,-88.30048,"OCONOMOWOC RIVER","EPA"
